Date,Close/Last,Volume,Open,High,Low
11/21/2022,138.95,3376388,140.20,140.60,138.20
11/18/2022,140.99,3706963,142.62,142.67,139.36
11/17/2022,140.80,3782556,140.47,141.40,139.48
11/16/2022,142.53,4786922,142.08,143.71,141.49
11/15/2022,144.74,4369776,146.18,146.96,143.14
11/14/2022,142.79,7920558,143.83,145.10,142.64
11/11/2022,145.09,5675152,141.90,145.89,141.47
11/10/2022,141.69,7758021,138.66,141.85,137.20
11/09/2022,132.04,5077890,135.48,136.11,131.90
11/08/2022,136.20,4767911,136.70,137.83,134.325
11/07/2022,136.54,3712348,138.33,138.45,135.20
11/04/2022,137.50,6314460,139.59,140.96,134.905
11/03/2022,136.36,5558719,136.20,137.93,135.46
11/02/2022,137.18,9927546,142.43,143.26,137.14
11/01/2022,142.57,6257333,146.48,146.90,142.29
10/31/2022,144.03,4683740,144.19,145.12,142.81
10/28/2022,144.96,7041298,140.94,145.155,139.925
10/27/2022,144.83,6361053,146.10,147.03,144.32
10/26/2022,145.39,3432303,144.80,148.32,144.40
10/25/2022,146.57,3727504,143.06,146.97,143.06
10/24/2022,142.99,4540644,141.75,143.60,139.22
10/21/2022,142.40,7787897,138.21,142.53,137.45
10/20/2022,138.37,5097643,139.18,141.78,137.91
10/19/2022,141.10,3572424,141.54,142.46,139.61
10/18/2022,142.70,5184185,145.15,145.57,141.31
10/17/2022,140.76,6565588,138.16,141.135,138.10
10/14/2022,135.27,6710967,141.92,142.66,135.05
10/13/2022,140.52,9782193,134.84,141.31,133.55
10/12/2022,139.00,9720185,138.65,140.07,137.53
10/11/2022,138.64,6001697,139.09,141.47,137.72
10/10/2022,139.78,4864176,140.86,141.26,138.40
10/07/2022,140.65,5597674,143.50,143.82,139.83
10/06/2022,145.66,7214462,146.39,147.83,145.025
10/05/2022,146.70,6270580,145.23,147.665,143.68
10/04/2022,147.57,9831909,146.13,149.01,145.71
10/03/2022,142.59,8645781,142.32,143.91,140.20
09/30/2022,142.45,6116165,143.61,146.54,142.03
09/29/2022,145.31,6156824,148.13,148.33,143.91
09/28/2022,150.51,6930654,147.17,151.30,146.43
09/27/2022,146.55,7281665,148.24,149.74,144.97
09/26/2022,146.09,6419829,145.82,149.27,145.80
09/23/2022,146.42,5606475,147.88,148.12,144.55
09/22/2022,149.87,5669455,152.63,153.18,149.10
09/21/2022,153.41,5111182,157.57,159.03,153.38
09/20/2022,157.13,4571015,158.19,158.79,155.81
09/19/2022,159.84,5014331,156.26,159.87,156.16
09/16/2022,157.94,8682148,156.82,158.21,155.69
09/15/2022,159.22,5682247,159.83,162.44,158.44
09/14/2022,160.04,7462413,158.56,160.705,157.765
09/13/2022,158.01,6675433,161.29,162.08,157.57
09/12/2022,166.60,4395833,165.39,167.19,165.39
09/09/2022,164.48,4475444,162.19,164.75,162.19
09/08/2022,161.42,4695917,158.29,161.54,157.79
09/07/2022,159.93,6316741,155.00,160.15,155.00
09/06/2022,155.17,8960978,156.17,156.54,152.85
09/02/2022,155.49,8241303,158.50,159.19,154.60
09/01/2022,156.93,5972093,154.49,157.06,152.93
08/31/2022,155.51,4431484,157.87,158.35,155.47
08/30/2022,157.06,3667167,160.17,160.53,155.48
08/29/2022,158.83,3525682,157.46,160.16,157.46
08/26/2022,159.68,3947005,166.30,166.85,159.635
08/25/2022,166.00,3045006,165.06,166.20,163.82
08/24/2022,164.04,3332025,163.01,165.68,162.61
08/23/2022,163.34,4393526,163.01,164.55,162.48
08/22/2022,162.88,4184671,164.99,164.99,162.53
08/19/2022,167.53,3574762,169.56,169.78,166.965
08/18/2022,171.06,2834591,170.91,171.45,169.96
08/17/2022,171.11,3747857,171.07,172.8893,169.99
08/16/2022,172.97,3612426,171.35,174.76,170.84
08/15/2022,171.08,3857446,169.48,171.618,169.27
08/12/2022,169.91,2948935,167.35,169.96,165.91
08/11/2022,166.15,3911035,168.47,169.25,165.63
08/10/2022,167.00,3623656,167.16,167.695,165.14
08/09/2022,162.42,3319700,164.05,164.58,161.46
08/08/2022,165.05,3647030,166.02,168.58,164.42
08/05/2022,164.31,4394244,165.29,166.74,163.46
08/04/2022,167.16,4913758,166.89,167.86,165.93
08/03/2022,166.48,6013751,164.30,167.24,163.67
08/02/2022,162.52,6907906,162.62,165.38,161.98
08/01/2022,163.64,8960929,162.86,165.99,162.0601
07/29/2022,162.83,6802744,160.33,163.48,159.25
07/28/2022,156.75,5537281,155.00,157.01,152.57
07/27/2022,154.10,5201300,150.73,154.90,150.01
07/26/2022,148.48,4098223,149.92,150.60,148.21
07/25/2022,153.42,4561693,154.88,154.96,152.48
07/22/2022,154.75,3897424,156.64,157.80,153.80
07/21/2022,155.65,5381584,152.72,155.75,151.85
07/20/2022,152.17,4670205,150.00,152.46,149.62
07/19/2022,149.71,4419964,147.39,149.94,146.14
07/18/2022,145.26,4021256,146.82,148.57,144.70
07/15/2022,144.84,3759801,144.33,145.50,143.44
07/14/2022,142.54,5257660,141.09,142.78,139.37
07/13/2022,142.66,7118057,138.70,143.92,138.14
07/12/2022,141.50,7437181,142.36,144.59,140.585
07/11/2022,142.36,3807659,145.44,145.84,142.01
07/08/2022,146.37,3098318,145.14,147.45,144.47
07/07/2022,146.35,4279535,143.04,146.63,143.02
07/06/2022,142.67,7944926,142.89,144.145,141.05
07/05/2022,143.14,5758246,138.00,143.23,137.03
07/01/2022,140.01,5667697,137.70,140.19,137.17
06/30/2022,137.48,6284661,137.71,139.21,134.76
06/29/2022,139.53,5959633,139.57,140.49,138.03
06/28/2022,139.64,5684916,145.79,147.52,139.59
06/27/2022,145.45,7287194,147.71,148.47,144.98
06/24/2022,146.99,6702349,142.60,147.04,141.93
06/23/2022,141.59,5888654,140.39,141.97,138.47
06/22/2022,139.40,6010892,137.69,142.23,137.69
06/21/2022,139.67,6428315,138.47,141.23,138.22
06/17/2022,136.10,11195040,134.65,137.28,134.17
06/16/2022,134.63,12009740,137.56,137.72,133.04
06/15/2022,141.56,9060399,138.66,143.15,138.42
06/14/2022,137.69,6677948,138.50,139.52,136.47
06/13/2022,137.80,10085880,139.45,140.95,136.76
06/10/2022,144.47,6719588,147.36,148.29,144.02
06/09/2022,150.47,3864385,153.33,154.98,150.46
06/08/2022,153.24,4405110,153.36,155.49,152.84
06/07/2022,154.15,4818740,151.38,154.60,150.51
06/06/2022,154.53,5117405,155.72,156.51,153.59
06/03/2022,153.00,5357286,154.39,155.4951,152.48
06/02/2022,157.61,5812958,153.08,157.695,152.45
06/01/2022,152.93,6116477,155.37,156.44,151.95
05/31/2022,154.54,7072748,153.92,156.09,151.57
05/27/2022,153.76,7624352,150.32,153.80,150.32
05/26/2022,148.66,8023014,143.70,149.70,143.60
05/25/2022,141.71,6477511,136.93,142.92,136.86
05/24/2022,137.82,7436021,139.14,139.515,136.00
05/23/2022,141.46,6803480,140.97,141.83,137.83
05/20/2022,140.41,7812395,144.07,144.27,136.33
05/19/2022,142.90,7706910,141.91,145.27,141.05
05/18/2022,142.80,7380772,148.63,148.63,141.71
05/17/2022,152.79,5605093,152.00,152.86,148.95
05/16/2022,149.03,5865148,151.71,151.82,148.66
05/13/2022,152.32,6286718,149.87,153.03,148.72
05/12/2022,146.55,11800640,143.01,149.99,142.03
05/11/2022,145.55,12856750,150.62,152.15,145.14
05/10/2022,150.96,12723550,154.60,155.51,148.84
05/09/2022,151.41,11047700,154.70,156.86,150.57
05/06/2022,158.15,12772710,159.29,160.86,155.37
05/05/2022,160.18,11388440,167.42,167.525,158.28
05/04/2022,169.69,9348331,164.59,169.8635,161.88
05/03/2022,164.85,12034360,165.18,165.91,163.43
05/02/2022,165.26,16774110,162.38,165.38,160.14
04/29/2022,162.88,9418264,167.86,169.36,162.56
04/28/2022,171.60,6992763,170.45,173.33,166.20
04/27/2022,168.15,12551500,169.20,171.73,167.10
04/26/2022,168.13,14598290,175.78,176.05,168.06
04/25/2022,177.09,12904850,174.28,177.24,173.24
04/22/2022,175.82,11153690,179.61,180.275,175.64
04/21/2022,180.00,11723460,186.73,187.88,179.43
04/20/2022,181.76,6938323,184.49,184.98,181.47
04/19/2022,184.13,8735045,179.04,184.39,178.89
04/18/2022,178.94,7692817,177.81,179.97,177.11
04/14/2022,178.40,8919713,180.59,181.59,178.27
04/13/2022,180.93,8410075,176.18,181.24,176.00
04/12/2022,176.54,11648780,178.61,180.47,175.84
04/11/2022,176.15,9296910,176.78,179.54,175.96
04/08/2022,179.48,9297502,180.04,181.64,178.89
04/07/2022,181.15,11269220,179.84,182.13,177.41
04/06/2022,180.23,13922380,182.44,182.44,178.56
04/05/2022,184.95,8109886,188.43,189.40,184.41
04/04/2022,189.39,7712120,185.31,189.45,184.07
04/01/2022,185.23,4989382,186.01,186.47,184.21
03/31/2022,185.00,8389039,188.58,188.58,184.83
03/30/2022,188.62,8148128,190.00,191.00,187.68
03/29/2022,191.53,9686677,190.74,192.19,189.05
03/28/2022,188.25,11532850,185.29,188.30,185.04
03/25/2022,183.36,8204363,183.92,184.30,181.68
03/24/2022,183.68,7567043,183.09,183.885,181.04
03/23/2022,182.26,7879016,183.03,185.35,181.87
03/22/2022,184.55,8210774,181.26,185.15,181.14
03/21/2022,180.08,12824020,181.79,182.89,178.42
03/18/2022,181.88,15064600,177.63,182.095,176.78
03/17/2022,178.13,13042920,173.67,178.18,173.20
03/16/2022,175.21,16889590,171.39,175.21,169.75
03/15/2022,169.43,13560290,165.14,169.91,164.73
03/14/2022,163.94,15174630,166.53,167.87,162.92
03/11/2022,166.72,12078160,171.34,171.824,166.59
03/10/2022,169.99,12927640,168.75,170.54,167.32
03/09/2022,168.79,15969050,167.88,169.75,167.12
03/08/2022,163.53,25444160,163.00,168.72,161.71
03/07/2022,163.19,16073060,172.02,172.4101,163.12
03/04/2022,171.60,10829890,173.38,173.80,169.82
03/03/2022,174.37,11201970,179.32,179.6298,173.53
03/02/2022,178.41,10131410,175.37,179.19,174.94
03/01/2022,174.74,13499040,177.17,177.71,173.53
02/28/2022,177.43,16160930,174.46,178.20,174.15
02/25/2022,176.19,13669220,173.29,176.22,170.96
02/24/2022,172.77,20868000,161.97,173.0399,161.49
02/23/2022,168.91,13567190,176.12,176.58,168.60
02/22/2022,174.75,13672870,177.48,179.22,172.65
02/18/2022,180.00,9495389,181.60,182.18,178.21
02/17/2022,181.12,9068339,184.91,185.79,180.86
02/16/2022,186.10,8698885,184.45,186.62,183.62
02/15/2022,185.57,10361600,184.38,185.74,184.00
02/14/2022,181.51,15427350,180.25,183.88,179.79
02/11/2022,180.48,12659730,186.01,186.70,179.67
02/10/2022,185.82,12973250,185.74,189.47,184.63
02/09/2022,189.08,8459372,188.95,190.17,188.30
02/08/2022,186.61,9159316,183.48,187.01,182.53
02/07/2022,184.02,9382276,185.04,187.09,183.34
02/04/2022,184.40,10010890,183.27,186.60,180.67
02/03/2022,179.30,9583255,180.65,183.51,178.92
02/02/2022,184.96,9647122,187.29,187.53,183.20
02/01/2022,186.07,11182950,185.31,186.41,182.35
01/31/2022,184.95,11097390,179.00,185.09,178.30
01/28/2022,178.10,15842940,174.91,178.10,171.48
01/27/2022,174.30,16861790,180.29,180.59,173.92
01/26/2022,178.63,21691980,183.29,184.93,176.34
01/25/2022,179.50,17945160,179.48,182.26,176.98
01/24/2022,182.59,26618460,176.68,182.77,172.05
01/21/2022,180.42,18697160,185.25,186.03,180.34
01/20/2022,185.87,9046917,190.48,192.86,185.54
01/19/2022,189.32,8702358,193.64,194.27,189.17
01/18/2022,192.80,9094291,193.74,194.67,192.09
01/14/2022,196.52,10357640,195.87,197.43,193.69
01/13/2022,197.44,8247020,202.15,203.13,196.96
01/12/2022,201.49,6578370,201.58,202.52,199.77
01/11/2022,200.17,8443681,197.97,200.57,196.45
01/10/2022,198.26,10635730,196.86,198.36,192.58
01/07/2022,199.48,7502625,203.16,203.68,198.83
01/06/2022,202.86,8622723,203.11,204.29,199.66
01/05/2022,203.39,8637798,208.75,209.39,203.29
01/04/2022,209.03,6584725,210.66,211.81,207.89
01/03/2022,210.31,7232741,208.29,210.33,207.10
12/31/2021,204.44,3442753,205.09,205.81,204.30
12/30/2021,204.93,3570064,204.97,206.7332,204.75
12/29/2021,205.67,3792250,205.76,206.18,204.37
12/28/2021,205.26,4153112,205.63,206.35,204.91
12/27/2021,205.17,4214980,203.57,205.79,203.48
12/23/2021,203.19,5294422,200.66,203.73,200.36
12/22/2021,200.41,5745536,197.46,200.62,197.11
12/21/2021,196.82,6765259,193.90,196.87,192.40
12/20/2021,191.85,11163480,191.88,192.28,189.90
12/17/2021,195.29,11755380,194.99,197.64,193.65
12/16/2021,196.63,9184428,202.05,202.41,196.37
12/15/2021,201.07,9521136,197.85,201.17,195.20
12/14/2021,198.55,7686000,197.50,199.12,196.35
12/13/2021,199.71,7497827,203.80,204.14,199.18
12/10/2021,204.99,7186480,204.55,205.06,202.10
12/09/2021,203.57,5878756,206.32,206.64,203.50
12/08/2021,207.16,5994066,206.79,207.51,205.54
12/07/2021,206.64,6937789,205.29,207.30,204.785
12/06/2021,201.93,11663240,200.45,203.75,197.66
12/03/2021,199.65,14271620,204.37,204.97,197.60
12/02/2021,203.61,16643940,201.83,204.57,200.57
12/01/2021,200.75,12970500,206.75,208.75,200.61
11/30/2021,204.44,13217910,206.77,208.08,203.35
11/29/2021,207.24,8383754,206.75,208.89,206.23
11/26/2021,204.07,7664595,206.32,207.03,203.73
11/24/2021,209.79,8170624,207.15,210.43,206.05
11/23/2021,209.36,11481420,211.08,212.24,206.49
11/22/2021,210.89,9215599,212.78,215.06,210.02
11/19/2021,211.42,7494774,210.51,211.99,210.08
11/18/2021,210.51,7402103,209.23,210.86,208.13
11/17/2021,208.15,8273677,207.71,209.41,207.31
11/16/2021,206.83,5650554,203.88,207.30,203.84
11/15/2021,203.62,5306038,203.94,204.33,202.45
11/12/2021,203.79,5167534,203.17,204.05,201.86
11/11/2021,203.11,6206672,205.83,205.848,203.02
11/10/2021,203.66,11344110,203.09,206.53,201.07
11/09/2021,204.42,16551180,209.02,209.28,203.83
11/08/2021,208.27,5857743,209.01,210.82,208.19
11/05/2021,211.26,4815600,211.24,212.70,211.06
11/04/2021,209.91,5800106,208.12,210.72,207.86
11/03/2021,207.12,6408160,203.41,207.25,203.22
11/02/2021,203.46,6779623,203.08,204.70,202.43
11/01/2021,204.84,5617181,202.63,204.88,201.42
10/29/2021,201.15,4254187,198.34,201.26,197.79
10/28/2021,200.63,4500777,199.66,201.22,199.10
10/27/2021,198.00,4915522,198.47,199.87,197.94
10/26/2021,197.56,7515725,198.39,201.61,196.78
10/25/2021,197.53,5538566,194.43,198.37,193.65
10/22/2021,192.75,3688354,193.32,193.81,191.90
10/21/2021,193.44,3565138,190.32,193.55,190.31
10/20/2021,190.64,4803471,190.78,191.49,190.31
10/19/2021,190.78,2904405,191.77,191.77,190.5804
10/18/2021,191.32,3933554,188.61,191.45,188.57
10/15/2021,189.01,4358788,187.32,189.085,187.04
10/14/2021,186.16,3757300,185.30,186.46,185.10
10/13/2021,184.23,5415987,183.89,184.73,182.78
10/12/2021,183.33,5141105,183.00,184.07,182.50
10/11/2021,181.89,3318544,182.56,184.00,181.88
10/08/2021,182.63,3699794,183.54,183.71,182.46
10/07/2021,183.47,3768898,182.22,184.16,182.03
10/06/2021,180.66,5136267,178.97,180.87,178.24
10/05/2021,180.09,5484317,179.99,181.75,179.57
10/04/2021,179.37,9247058,181.35,181.88,178.76
10/01/2021,180.80,7759894,180.36,181.65,178.50
09/30/2021,179.45,8248401,182.52,182.655,179.45
09/29/2021,182.49,6096109,182.93,184.32,182.05
09/28/2021,182.31,7470897,184.79,185.07,181.33
09/27/2021,185.89,4743961,184.16,186.39,184.09
09/24/2021,184.90,4016516,183.03,185.06,182.81
09/23/2021,184.21,4137596,183.14,185.00,183.14
09/22/2021,182.36,6183735,181.03,183.20,180.62
09/21/2021,179.91,6251847,180.72,181.37,179.34
09/20/2021,179.64,8095950,180.35,181.28,177.38
09/17/2021,184.11,7462549,184.54,185.595,183.69
09/16/2021,184.76,6085705,183.54,185.22,183.2011
09/15/2021,183.92,5147309,182.32,184.215,180.98
09/14/2021,182.74,4231237,183.70,183.94,181.98
09/13/2021,183.35,5767325,183.72,183.87,181.55
09/10/2021,182.90,4813633,185.01,185.18,182.82
09/09/2021,184.03,4357399,184.41,185.56,183.96
09/08/2021,184.27,3692758,184.01,184.705,182.76
09/07/2021,184.06,4375270,183.60,184.50,183.52
09/03/2021,183.52,3444849,183.15,183.57,182.36
09/02/2021,183.63,3357643,184.13,184.695,183.35
09/01/2021,183.64,4099168,184.28,184.62,183.505
08/31/2021,183.65,4777883,183.38,183.74,182.62
08/30/2021,183.21,3683341,182.36,183.83,182.25
08/27/2021,181.84,3982446,180.60,182.155,180.30
08/26/2021,180.20,3697138,181.26,181.35,179.83
08/25/2021,181.88,3633349,181.18,182.11,180.84
08/24/2021,181.18,2895826,180.67,181.70,180.35
08/23/2021,179.91,3445183,178.57,180.32,178.39
08/20/2021,177.62,3309224,176.21,177.8181,176.05
08/19/2021,175.93,5667299,175.54,177.20,174.87
08/18/2021,177.06,4999073,176.38,178.88,176.17
08/17/2021,176.43,5532624,178.44,178.44,174.95
08/16/2021,180.72,3328796,180.50,180.86,178.81
08/13/2021,181.56,2468219,182.20,182.30,181.19
08/12/2021,182.08,2615611,181.88,182.17,180.62
08/11/2021,182.00,2750365,181.87,182.27,181.20
08/10/2021,181.47,2600524,180.96,182.15,180.56
08/09/2021,180.76,2780326,181.05,181.20,180.32
08/06/2021,181.01,2911137,182.50,182.61,180.81
08/05/2021,182.25,2700604,181.07,182.38,180.93
08/04/2021,180.52,3956466,181.90,182.18,180.52
08/03/2021,182.29,4223109,181.69,182.34,180.09
08/02/2021,180.95,3651451,181.90,182.38,180.76
07/30/2021,180.43,4663590,180.43,182.095,180.09
07/29/2021,184.22,3653691,182.99,184.69,182.87
07/28/2021,182.17,2986882,182.55,183.2044,181.30
07/27/2021,182.76,3679890,184.51,184.51,180.80
07/26/2021,184.63,3447513,183.37,184.65,182.90
07/23/2021,183.27,3504462,182.27,183.57,181.84
07/22/2021,181.65,4030888,180.72,181.86,179.81
07/21/2021,180.87,4092741,179.88,180.97,179.83
07/20/2021,179.22,4919011,176.49,179.69,175.62
07/19/2021,175.97,8044419,175.14,176.01,173.77
07/16/2021,178.01,4212380,180.77,180.98,177.8692
07/15/2021,180.23,3333752,180.89,181.71,178.97
07/14/2021,181.21,3741973,182.54,182.75,181.11
07/13/2021,181.54,6196427,183.38,183.68,181.385
07/12/2021,183.74,5407275,182.70,183.79,182.555
07/09/2021,182.49,2816441,181.58,182.61,181.37
07/08/2021,180.80,5641793,178.43,181.40,177.64
07/07/2021,181.25,3347081,181.84,182.29,179.97
07/06/2021,181.35,3896040,181.41,181.88,179.705
07/02/2021,181.14,2901718,180.00,181.17,179.83
07/01/2021,179.56,3105437,178.99,179.60,178.84
06/30/2021,178.55,2899311,178.21,179.36,178.21
06/29/2021,178.41,2314644,178.08,178.78,177.89
06/28/2021,177.97,2792062,177.95,178.13,177.03
06/25/2021,177.93,4974593,178.65,178.75,177.55
06/24/2021,176.81,3979477,177.55,177.94,176.46
06/23/2021,176.21,2658923,175.20,176.56,175.11
06/22/2021,174.86,3370281,173.36,175.555,173.24
06/21/2021,173.23,4803679,172.46,173.67,171.99
06/18/2021,172.16,6995647,171.80,172.83,171.38
06/17/2021,173.07,4633524,172.00,173.69,171.60
06/16/2021,172.42,4707076,172.49,172.83,170.93
06/15/2021,172.34,2829844,173.28,173.28,171.74
06/14/2021,173.26,2885055,173.22,173.59,172.25
06/11/2021,173.21,2734178,172.56,173.23,172.28
06/10/2021,172.27,2612492,171.77,172.58,171.25
06/09/2021,171.46,3565787,172.89,172.995,171.39
06/08/2021,172.41,3062429,172.17,172.96,171.24
06/07/2021,171.03,3194996,170.90,171.13,169.73
06/04/2021,171.03,3216726,170.61,171.18,170.13
06/03/2021,169.67,4351398,170.61,171.07,169.38
06/02/2021,171.71,3531628,172.67,172.685,171.07
06/01/2021,172.51,4680590,173.87,173.9889,172.20
05/28/2021,172.84,3227221,173.80,173.80,172.43
05/27/2021,173.08,3891780,173.03,173.47,172.50
05/26/2021,172.39,3736873,171.57,173.12,171.40
05/25/2021,170.76,3566929,170.99,171.54,169.69
05/24/2021,170.22,3363363,169.46,171.02,168.88
05/21/2021,168.55,3885631,170.53,170.53,168.475
05/20/2021,169.40,4534058,168.51,169.77,168.2935
05/19/2021,167.68,7060207,166.34,167.77,165.49
05/18/2021,169.10,3878442,170.81,171.58,169.08
05/17/2021,170.43,5222463,170.23,170.83,168.91
05/14/2021,170.74,4105949,169.42,171.105,168.94
05/13/2021,167.83,7042133,167.81,169.45,166.02
05/12/2021,166.65,7061981,170.52,171.33,166.28
05/11/2021,172.49,7110357,171.53,173.1492,169.81
05/10/2021,174.46,3488011,177.68,177.68,174.44
05/07/2021,177.62,3375197,176.73,178.10,175.81
05/06/2021,176.04,3925315,176.04,176.30,174.36
05/05/2021,175.66,1912940,177.45,177.71,175.36
05/04/2021,176.21,4603630,176.74,177.02,174.01
05/03/2021,178.07,3685859,179.89,179.98,177.83
04/30/2021,178.92,2825542,178.02,179.49,177.88
04/29/2021,178.23,3222526,179.31,179.42,176.65
04/28/2021,178.18,2380670,178.17,179.14,177.77
04/27/2021,178.39,2219281,178.69,179.11,177.99
04/26/2021,178.60,2230458,178.42,179.17,177.44
04/23/2021,177.82,1911924,176.55,178.545,175.98
04/22/2021,175.98,2980037,178.17,178.43,175.33
04/21/2021,177.95,2770095,174.95,178.14,174.60
04/20/2021,175.61,4231039,177.22,177.63,174.30
04/19/2021,177.85,3515424,178.88,179.05,177.29
04/16/2021,179.87,2638033,178.92,180.105,178.44
04/15/2021,178.49,2515680,178.46,178.60,177.49
04/14/2021,177.22,3338329,179.38,180.16,176.85
04/13/2021,178.98,2675731,177.41,179.33,177.17
04/12/2021,177.11,3142797,175.97,177.28,175.82
04/09/2021,175.98,3046893,174.16,176.02,173.97
04/08/2021,174.32,3212506,174.47,174.72,173.20
04/07/2021,173.50,2524693,173.92,174.54,173.20
04/06/2021,174.02,3150965,173.11,174.70,172.99
04/05/2021,173.27,4314497,172.12,173.905,171.80
04/01/2021,169.42,4070000,169.59,169.70,168.85
03/31/2021,168.07,3968927,167.48,168.98,167.03
03/30/2021,166.77,3660883,164.43,167.02,163.77
03/29/2021,165.15,4679152,165.63,166.47,163.94
03/26/2021,166.06,4271349,165.34,166.18,163.165
03/25/2021,164.69,5659948,161.69,165.24,161.35
03/24/2021,163.26,4676194,166.48,167.365,163.26
03/23/2021,165.71,3995066,167.29,168.01,165.28
03/22/2021,167.28,3612136,167.36,168.71,166.66
03/19/2021,166.45,6060525,165.27,166.80,163.54
03/18/2021,165.46,5075896,168.02,168.76,165.18
03/17/2021,169.61,4355996,166.01,170.20,165.83
03/16/2021,167.26,3436809,169.01,169.33,166.49
03/15/2021,169.01,4402490,167.00,169.06,166.42
03/12/2021,166.77,4171691,164.52,166.775,164.06
03/11/2021,166.28,4229235,166.00,166.92,165.02
03/10/2021,163.77,7122900,165.08,165.99,162.61
03/09/2021,162.94,9307193,160.13,163.995,159.31
03/08/2021,157.01,6268083,157.45,160.22,156.74
03/05/2021,156.82,10313500,157.01,157.28,149.65
03/04/2021,155.83,9234823,159.26,160.30,152.84
03/03/2021,159.20,5562842,162.71,163.36,159.20
03/02/2021,163.03,3311230,165.16,165.52,162.95
03/01/2021,164.93,4350264,163.15,165.215,162.84
02/26/2021,161.15,6127726,162.54,163.28,159.01
02/25/2021,160.48,7320928,165.50,166.42,159.68
02/24/2021,166.68,3986771,164.74,166.90,162.98
02/23/2021,164.95,5384305,163.10,165.79,159.06
02/22/2021,166.04,2847035,168.00,168.59,165.89
02/19/2021,169.62,2511380,171.38,171.38,169.39
02/18/2021,170.61,2580040,168.77,171.16,168.65
02/17/2021,170.56,3220883,168.55,170.73,167.70
02/16/2021,169.58,2258203,170.65,170.87,169.11
02/12/2021,170.32,1997177,169.34,170.40,168.86
02/11/2021,170.08,1955840,171.00,171.59,169.26
02/10/2021,170.55,2441586,172.81,172.81,169.25
02/09/2021,172.25,1807698,172.66,173.08,172.04
02/08/2021,173.21,2360441,173.35,173.46,172.15
02/05/2021,172.23,2232093,171.20,172.81,170.86
02/04/2021,170.60,2571448,169.58,170.60,169.06
02/03/2021,168.80,2031420,170.30,170.4666,168.68
02/02/2021,169.75,2700719,167.51,170.87,167.49
02/01/2021,166.22,3251295,163.89,166.40,162.89
01/29/2021,162.01,5416710,164.92,165.29,161.09
01/28/2021,165.88,3921702,164.58,167.52,163.61
01/27/2021,165.36,5620689,168.69,168.79,164.53
01/26/2021,170.62,3729176,171.32,171.48,169.98
01/25/2021,170.73,5880274,170.54,171.96,167.3373
01/22/2021,170.10,2225645,169.78,170.4069,169.11
01/21/2021,170.68,3343963,170.79,171.79,170.49
01/20/2021,169.89,3434366,168.31,170.37,167.79
01/19/2021,166.74,3174329,167.21,167.48,166.09
